"","id","pairs","2008-09-09","2008-10-19","2008-12-13","2009-03-05","2009-04-17","2009-05-18"
"28382",28382,"45-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28383",28383,"44-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28384",28384,"28-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28385",28385,"62-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28386",28386,"70-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28387",28387,"14-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28388",28388,"35-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28389",28389,"23-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28390",28390,"46-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28391",28391,"42-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28392",28392,"4-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28393",28393,"5-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28394",28394,"48-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28395",28395,"65-9",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28396",28396,"2-25",NA,NA,NA,NA,NA,"CloseFriend"
"28397",28397,"2-25",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28398",28398,"43-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28399",28399,"37-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28400",28400,"44-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28401",28401,"28-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28402",28402,"62-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28403",28403,"70-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28404",28404,"14-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28405",28405,"2-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28406",28406,"80-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28407",28407,"48-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28408",28408,"65-25",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28409",28409,"43-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28410",28410,"37-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28411",28411,"72-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28412",28412,"44-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28413",28413,"28-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28414",28414,"62-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28415",28415,"70-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28416",28416,"14-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28417",28417,"2-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28418",28418,"48-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28419",28419,"65-25",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28420",28420,"11-27",NA,NA,NA,NA,NA,"CloseFriend"
"28421",28421,"52-27",NA,NA,NA,NA,NA,"CloseFriend"
"28422",28422,"63-27",NA,NA,NA,NA,NA,"CloseFriend"
"28423",28423,"31-27",NA,NA,NA,NA,NA,"CloseFriend"
"28424",28424,"28-27",NA,NA,NA,NA,NA,"CloseFriend"
"28425",28425,"57-27",NA,NA,NA,NA,NA,"CloseFriend"
"28426",28426,"4-27",NA,NA,NA,NA,NA,"CloseFriend"
"28427",28427,"21-27",NA,NA,NA,NA,NA,"CloseFriend"
"28428",28428,"11-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28429",28429,"63-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28430",28430,"31-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28431",28431,"33-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28432",28432,"57-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28433",28433,"4-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28434",28434,"58-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28435",28435,"21-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28436",28436,"24-27",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28437",28437,"11-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28438",28438,"63-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28439",28439,"31-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28440",28440,"56-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28441",28441,"57-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28442",28442,"4-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28443",28443,"58-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28444",28444,"21-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28445",28445,"24-27",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28446",28446,"7-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28447",28447,"11-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28448",28448,"43-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28449",28449,"63-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28450",28450,"37-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28451",28451,"40-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28452",28452,"31-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28453",28453,"44-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28454",28454,"28-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28455",28455,"62-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28456",28456,"70-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28457",28457,"14-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28458",28458,"57-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28459",28459,"23-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28460",28460,"4-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28461",28461,"80-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28462",28462,"58-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28463",28463,"21-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28464",28464,"48-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28465",28465,"24-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28466",28466,"65-27",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28467",28467,"7-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28468",28468,"11-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28469",28469,"43-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28470",28470,"63-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28471",28471,"37-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28472",28472,"72-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28473",28473,"31-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28474",28474,"44-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28475",28475,"28-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28476",28476,"62-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28477",28477,"70-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28478",28478,"14-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28479",28479,"57-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28480",28480,"23-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28481",28481,"4-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28482",28482,"58-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28483",28483,"21-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28484",28484,"48-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28485",28485,"24-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28486",28486,"65-27",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28487",28487,"44-60",NA,NA,NA,NA,NA,"CloseFriend"
"28488",28488,"28-60",NA,NA,NA,NA,NA,"CloseFriend"
"28489",28489,"22-60",NA,NA,NA,NA,NA,"CloseFriend"
"28490",28490,"67-60",NA,NA,NA,NA,NA,"CloseFriend"
"28491",28491,"71-60",NA,NA,NA,NA,NA,"CloseFriend"
"28492",28492,"6-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28493",28493,"52-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28494",28494,"44-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28495",28495,"67-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28496",28496,"70-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28497",28497,"65-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28498",28498,"71-60",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28499",28499,"36-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28500",28500,"77-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28501",28501,"44-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28502",28502,"67-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28503",28503,"46-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28504",28504,"42-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28505",28505,"71-60",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28506",28506,"6-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28507",28507,"43-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28508",28508,"37-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28509",28509,"40-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28510",28510,"44-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28511",28511,"28-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28512",28512,"62-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28513",28513,"26-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28514",28514,"22-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28515",28515,"12-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28516",28516,"70-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28517",28517,"14-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28518",28518,"2-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28519",28519,"23-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28520",28520,"46-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28521",28521,"42-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28522",28522,"80-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28523",28523,"54-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28524",28524,"20-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28525",28525,"21-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28526",28526,"48-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28527",28527,"65-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28528",28528,"71-60",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28529",28529,"36-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28530",28530,"6-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28531",28531,"43-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28532",28532,"37-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28533",28533,"72-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28534",28534,"44-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28535",28535,"28-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28536",28536,"62-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28537",28537,"22-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28538",28538,"12-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28539",28539,"70-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28540",28540,"14-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28541",28541,"23-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28542",28542,"46-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28543",28543,"42-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28544",28544,"20-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28545",28545,"48-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28546",28546,"65-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28547",28547,"71-60",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28548",28548,"36-42",NA,NA,NA,NA,NA,"CloseFriend"
"28549",28549,"9-42",NA,NA,NA,NA,NA,"CloseFriend"
"28550",28550,"28-42",NA,NA,NA,NA,NA,"CloseFriend"
"28551",28551,"5-42",NA,NA,NA,NA,NA,"CloseFriend"
"28552",28552,"20-42",NA,NA,NA,NA,NA,"CloseFriend"
"28553",28553,"71-42",NA,NA,NA,NA,NA,"CloseFriend"
"28554",28554,"36-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28555",28555,"6-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28556",28556,"9-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28557",28557,"60-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28558",28558,"69-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28559",28559,"70-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28560",28560,"35-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28561",28561,"59-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28562",28562,"46-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28563",28563,"5-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28564",28564,"20-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28565",28565,"65-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28566",28566,"71-42",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28567",28567,"36-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28568",28568,"77-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28569",28569,"44-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28570",28570,"60-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28571",28571,"46-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28572",28572,"20-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28573",28573,"71-42",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28574",28574,"6-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28575",28575,"43-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28576",28576,"9-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28577",28577,"37-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28578",28578,"40-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28579",28579,"44-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28580",28580,"28-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28581",28581,"62-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28582",28582,"22-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28583",28583,"70-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28584",28584,"14-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28585",28585,"35-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28586",28586,"23-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28587",28587,"46-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28588",28588,"4-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28589",28589,"80-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28590",28590,"5-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28591",28591,"20-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28592",28592,"48-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28593",28593,"65-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28594",28594,"71-42",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28595",28595,"36-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28596",28596,"6-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28597",28597,"43-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28598",28598,"9-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28599",28599,"37-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28600",28600,"72-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28601",28601,"44-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28602",28602,"28-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28603",28603,"62-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28604",28604,"22-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28605",28605,"70-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28606",28606,"14-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28607",28607,"35-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28608",28608,"23-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28609",28609,"46-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28610",28610,"4-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28611",28611,"5-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28612",28612,"20-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28613",28613,"48-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28614",28614,"65-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28615",28615,"71-42",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28616",28616,"6-46",NA,NA,NA,NA,NA,"CloseFriend"
"28617",28617,"52-46",NA,NA,NA,NA,NA,"CloseFriend"
"28618",28618,"44-46",NA,NA,NA,NA,NA,"CloseFriend"
"28619",28619,"28-46",NA,NA,NA,NA,NA,"CloseFriend"
"28620",28620,"14-46",NA,NA,NA,NA,NA,"CloseFriend"
"28621",28621,"23-46",NA,NA,NA,NA,NA,"CloseFriend"
"28622",28622,"71-46",NA,NA,NA,NA,NA,"CloseFriend"
"28623",28623,"36-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28624",28624,"6-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28625",28625,"43-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28626",28626,"29-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28627",28627,"79-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28628",28628,"77-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28629",28629,"40-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28630",28630,"44-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28631",28631,"28-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28632",28632,"62-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28633",28633,"60-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28634",28634,"67-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28635",28635,"76-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28636",28636,"70-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28637",28637,"14-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28638",28638,"23-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28639",28639,"59-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28640",28640,"80-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28641",28641,"68-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28642",28642,"5-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28643",28643,"65-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28644",28644,"71-46",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28645",28645,"36-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28646",28646,"6-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28647",28647,"79-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28648",28648,"77-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28649",28649,"44-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28650",28650,"60-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28651",28651,"64-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28652",28652,"67-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28653",28653,"14-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28654",28654,"23-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28655",28655,"42-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28656",28656,"10-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28657",28657,"71-46",NA,NA,NA,NA,NA,"PoliticalDiscussant"
"28658",28658,"6-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28659",28659,"43-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28660",28660,"29-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28661",28661,"37-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28662",28662,"77-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28663",28663,"40-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28664",28664,"44-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28665",28665,"28-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28666",28666,"62-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28667",28667,"26-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28668",28668,"22-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28669",28669,"12-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28670",28670,"70-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28671",28671,"14-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28672",28672,"23-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28673",28673,"42-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28674",28674,"80-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28675",28675,"54-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28676",28676,"5-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28677",28677,"75-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28678",28678,"48-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28679",28679,"65-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28680",28680,"71-46",NA,NA,NA,NA,NA,"FacebookAllTaggedPhotos"
"28681",28681,"36-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28682",28682,"6-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28683",28683,"43-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28684",28684,"37-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28685",28685,"72-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28686",28686,"77-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28687",28687,"40-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28688",28688,"44-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28689",28689,"28-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28690",28690,"62-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28691",28691,"22-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28692",28692,"12-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28693",28693,"70-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28694",28694,"14-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28695",28695,"23-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28696",28696,"42-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28697",28697,"5-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28698",28698,"75-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28699",28699,"10-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28700",28700,"48-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28701",28701,"65-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28702",28702,"71-46",NA,NA,NA,NA,NA,"BlogLivejournalTwitter"
"28703",28703,"6-71",NA,NA,NA,NA,NA,"CloseFriend"
"28704",28704,"77-71",NA,NA,NA,NA,NA,"CloseFriend"
"28705",28705,"44-71",NA,NA,NA,NA,NA,"CloseFriend"
"28706",28706,"28-71",NA,NA,NA,NA,NA,"CloseFriend"
"28707",28707,"14-71",NA,NA,NA,NA,NA,"CloseFriend"
"28708",28708,"23-71",NA,NA,NA,NA,NA,"CloseFriend"
"28709",28709,"46-71",NA,NA,NA,NA,NA,"CloseFriend"
"28710",28710,"36-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28711",28711,"6-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28712",28712,"43-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28713",28713,"52-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28714",28714,"29-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
"28715",28715,"79-71",NA,NA,NA,NA,NA,"SocializeTwicePerWeek"
