pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,2009-07-08
70-27,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-28,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-29,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-3,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-30,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-31,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-32,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-33,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-34,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-35,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-36,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-37,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-38,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-39,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
70-4,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-40,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-41,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-42,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-43,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-44,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-45,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-46,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-47,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-48,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-49,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-50,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-51,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-52,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
70-53,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-54,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
70-55,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-56,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-57,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-58,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-59,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-6,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-60,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-61,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-62,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
70-63,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-64,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-65,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-66,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-67,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-68,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-69,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-7,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-71,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-72,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-73,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-74,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-75,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-76,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-77,,,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-78,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-79,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-8,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
70-80,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-81,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-82,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
70-83,TYPE1,TYPE1,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-84,TYPE1,TYPE1,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2
70-9,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-10,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-14,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-17,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-18,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-19,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-2,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-20,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-22,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-23,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-26,,,,,,,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-28,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-29,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-3,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-30,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-32,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-34,,,,,,,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-35,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-36,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-38,TYPE2,TYPE2,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-39,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-40,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-42,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-43,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-44,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-46,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-47,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-50,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-52,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-53,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-54,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-55,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-56,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-59,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-6,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-60,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-62,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-65,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-66,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-67,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-68,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-69,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-72,,,,,,,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3
71-73,,,,,,,,,,,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
71-76,,,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-77,,,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5,TYPE5
71-78,,,TYPE4,TYPE4,TYPE4,TYPE4,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE3,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4,TYPE4
